```csv
SakaID,SakaMetni,TepkiMetinleri,Kategori,AltKategori,Dil,UygunlukFiltresi
J026,"Masada hangi örtü kullanılmaz?","[""Bitki örtüsü."", ""Bunu beklemiyordum."", ""Soğuk, çok soğuk!""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J027,"En komik sebze hangisidir?","[""Hangisi?"", ""Gülbaba."", ""Anladım, gül baba...""]",Kelime_Oyunu,,TR,Genel
J028,"Yıkanan ton balığına ne denir?","[""Washington."", ""Off bu çok kötüydü."", ""İngilizce bilenler güldü.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J029,"Sinemada on dakika ara dedi, aradım aradım açmadı.","[""Ciddi olamazsın."", ""Güldürdün."", ""Tam bir baba şakası.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J030,"Schrödinger'in kedisi bir bara girer ve girmez.","[""Bu çok iyi!"", ""Kuantum esprisi!"", ""Anlamak için fizikçi olmak lazım.""]",Bilimsel_Espri,Fizik,TR,Genel
J031,"Bu erikson, başka erik yok.","[""Hahaha!"", ""Marka şakası ha?"", ""Zekice düşünülmüş.""]",Kelime_Oyunu,,TR,Genel
J032,"Temel'in en sevdiği ders hangisidir?","[""Hangisi?"", ""Boş ders."", ""Temel yine formunda.""]",Bolgesel_Fikra,Temel,TR,Genel
J033,"Fransızlar neden omlet yer?","[""Neden?"", ""Çünkü yumurtaları 'un oeuf'."", ""Fransızca bilmek lazım.""]",Kelime_Oyunu,Yabanci_Dil,TR,Genel
J034,"Adamın biri varmış, ikinci dönem düzeltmiş.","[""Hahahaha!"", ""Okul esprisi."", ""Karneler yaklaşıyor demek ki.""]",Soguk_Espri,,TR,Genel
J035,"Neden bazı balıklar denizin dibinde yaşar?","[""Bilmiyorum."", ""Çünkü notları çok düşüktür."", ""Çok saçma ama güldüm.""]",Absurt_Mizah,,TR,Genel
J036,"Benim neden kardeşim yok?","[""Neden?"", ""Çünkü babam tek çocuk."", ""Mantıklı!""]",Soguk_Espri,,TR,Genel
J037,"Optimizm ile pesimizm arasındaki fark nedir?","[""Nedir?"", ""Optimist uçağı icat eder, pesimist paraşütü."", ""Doğru söze ne denir.""]",Felsefi_Mizah,,TR,Genel
J038,"Kısa çorapla dolaşan adama ne denir?","[""Ne denir?"", ""Sokrates."", ""Sokrat-es, anladım!""]",Kelime_Oyunu,,TR,Genel
J039,"İngilizler neden çay sever?","[""Neden?"", ""Çünkü 'tea' olmadan 'team' olamazlar."", ""Takım ruhu için demek.""]",Kelime_Oyunu,Yabanci_Dil,TR,Genel
J040,"Gelecekten geldim, çok sıkıcı, kimseyle konuşamıyorsun, hepsi ölmüş.","[""Bu çok karanlıktı."", ""Zamanda yolculuk esprisi mi?"", ""Biraz ürkütücü.""]",Kara_Mizah,Zaman,TR,Kara_Mizah_Seviye1
J041,"Dondurmayı neyle yersin?","[""Kaşıkla?"", ""Hayır, 'buyur'dan sonra."", ""Teşekkürler, çok naziksiniz.""]",Soguk_Espri,,TR,Genel
J042,"En acı 10 nedir?","[""Biberon."", ""Bu acıttı."", ""Çok kötü.""]",Soguk_Espri,,TR,Genel
J043,"En korkak organ hangisidir?","[""Hangisi?"", ""Öd."", ""Çünkü ödüm koptu deriz.""]",Kelime_Oyunu,,TR,Genel
J044,"Çekirge bir zıplar, iki zıplar, üçüncüde ne olur?","[""Düşer mi?"", ""Dördüncüye zıplar."", ""Beklenmedik cevap.""]",Absurt_Mizah,,TR,Genel
J045,"Kırmızı enerji içeceği geldi mi?","[""Geldi geldi!"", ""Hızlanma zamanı!"", ""Paylaşalım hemen.""]",Rituel,Sim_Ozel,TR,Genel
J046,"Bir vampir, kan bankasında ne yapar?","[""Ne yapar?"", ""Hesap açtırır."", ""Finansal vampir.""]",Soguk_Espri,,TR,Genel
J047,"En temiz böcek hangisidir?","[""Hangisi?"", ""Hamamböceği. Çünkü hep banyoda takılır."", ""Bu iğrençti.""]",Kelime_Oyunu,,TR,Genel
J048,"Adamın kafasına buda heykeli düşmüş, ne demiş?","[""Ne demiş?"", ""Başımıza buda mı gelecekti?"", ""Hahaha!""]",Kelime_Oyunu,,TR,Genel
J049,"Saat neden çalışır?","[""Bilmem."", ""Kadrosu var çünkü."", ""Maaşı da var mı?""]",Soguk_Espri,,TR,Genel
J050,"Avukatlar neden takım elbise giyer?","[""Neden?"", ""Çünkü davaları var."", ""Çok mantıklı!""]",Mesleki_Espri,Hukuk,TR,Genel
J051,"En tatlı hava hangisidir?","[""Hangisi?"", ""Hava-na."", ""Müzikal bir cevap.""]",Kelime_Oyunu,,TR,Genel
J052,"Bir zombi sınavı geçemezse ne olur?","[""Ne olur?"", ""Beyin ölümü gerçekleşir."", ""Zaten ölü değil miydi?""]",Kara_Mizah,Zombi,TR,Kara_Mizah_Seviye1
J053,"En uzun burun kimdedir?","[""Pinokyo?"", ""Hayır, dedemin burnu. Çünkü dedemin burnu direk."", ""Bu çok kötüydü.""]",Soguk_Espri,,TR,Genel
J054,"En çok kardeşi olan meyve hangisidir?","[""Hangisi?"", ""Üzüm. Çünkü salkım salkım."", ""Aile boyu meyve.""]",Kelime_Oyunu,,TR,Genel
J055,"Hangi macunla diş fırçalanmaz?","[""Hangisi?"", ""Laham macunu."", ""Tadını düşünemiyorum.""]",Soguk_Espri,,TR,Genel
J056,"Kral ölünce oğlu ne olur?","[""Kral olur?"", ""Hayır, yetim kalır."", ""Doğru söze ne denir.""]",Soguk_Espri,,TR,Genel
J057,"En hızlı sayı hangisidir?","[""Hangisi?"", ""On. Çünkü onun arabası var."", ""90'lara gittik.""]",Kelime_Oyunu,,TR,Genel
J058,"Pandalar neden siyah beyazdır?","[""Bilmiyorum."", ""Çünkü renkli televizyonları yoktu."", ""Eski zaman pandaları.""]",Absurt_Mizah,,TR,Genel
J059,"Bir iskelet diğerine ne demiş?","[""Ne demiş?"", ""Senin etin ne, budun ne?"", ""Bu çok iyiydi!""]",Kara_Mizah,Iskelet,TR,Kara_Mizah_Seviye1
J060,"Uyuyan adama ne denir?","[""Ne denir?"", ""Denmez, uyandırılır."", ""Mantıklı.""]",Soguk_Espri,,TR,Genel
J061,"En çok zam yapan kurum hangisidir?","[""Hangisi?"", ""Saat."", ""Her saniye yapıyor.""]",Kelime_Oyunu,,TR,Genel
J062,"Hangi çiçek hem solmaz hem de kokmaz?","[""Hangisi?"", ""Milli Eğitim Bakanlığı'nın çelengi."", ""Resmi bir cevap.""]",Soguk_Espri,,TR,Genel
J063,"Temel, papağanını satmak istemiş ama papağan 'Beni satamazsın!' diye bağırıyormuş. Temel ne yapmış?","[""Ne yapmış?"", ""Gagasını bantlamış ve 'Şimdi sesli kitap olarak satacağım' demiş."", ""Temel'in zekası.""]",Bolgesel_Fikra,Temel,TR,Genel
J064,"Bir fotoğrafçı neden hapse girmiş?","[""Neden?"", ""Çünkü birinin vesikalığını çekmiş."", ""Çekme o zaman.""]",Mesleki_Espri,Fotografcilik,TR,Genel
J065,"Taşı delen nedir?","[""Su?"", ""Hayır, taş ustası."", ""Doğru cevap.""]",Soguk_Espri,,TR,Genel
J066,"En güzel çay hangi dağda içilir?","[""Rize'de?"", ""Çay bardağında."", ""Cevap soruda gizli.""]",Soguk_Espri,,TR,Genel
J067,"Hiçbir harfi olmayan alfabe hangisidir?","[""Hangisi?"", ""Mors alfabesi."", ""Nokta ve çizgilerden oluşur.""]",Kelime_Oyunu,,TR,Genel
J068,"Adamın biri 'Ben tokum' demiş. Yanındaki de 'Ben de açım' demiş.","[""?"", ""Bu bir şaka mıydı?"", ""Anlamsız.""]",Absurt_Mizah,,TR,Genel
J069,"Bir matematikçi neden bahçıvan olamaz?","[""Neden?"", ""Çünkü sürekli kökleri arar."", ""Bu iyiydi!""]",Mesleki_Espri,Matematik,TR,Genel
J070,"En çok 'Ben' diyen ilimiz hangisidir?","[""Hangisi?"", ""Ben-göl."", ""Coğrafi espri.""]",Kelime_Oyunu,,TR,Genel
J071,"Adamın biri donmuş, karısı da atlet.","[""Hahaha!"", ""Sporcu aile."", ""Çok soğuk!""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J072,"Sarımsağı nerde döversin?","[""Havanda."", ""Nevada'da."", ""Çok uzaklara gittik.""]",Kelime_Oyunu,,TR,Genel
J073,"Hayaletler neden yalan söyleyemez?","[""Neden?"", ""Çünkü içlerinden geçip doğruları görebilirsin."", ""Şeffaf kişilikler.""]",Soguk_Espri,,TR,Genel
J074,"En sosyal balık hangisidir?","[""Hangisi?"", ""Japon balığı. Sürekli 'Hello, how are you?' der gibi durur."", ""Balıkların sosyali.""]",Absurt_Mizah,,TR,Genel
J075,"Mor besin geldi mi?","[""Geldi!"", ""Paylaşım zamanı!"", ""Enerji depolayalım.""]",Rituel,Sim_Ozel,TR,Genel
J076,"Geçen gün bir espri patlattım, polisler geldi.","[""Ne oldu?"", ""Bomba imha ekibi de oradaydı."", ""Tehlikeli şakalar.""]",Soguk_Espri,,TR,Genel
J077,"Bir astronot uzayda en çok neye sinirlenir?","[""Neye?"", ""Atmosfer yapılmasına."", ""Çekememezlik.""]",Mesleki_Espri,Astronomi,TR,Genel
J078,"İki karınca karşılaşmış. Biri diğerine 'Adın ne?' diye sormuş. Diğeri 'Ant-Man' demiş.","[""Marvel evreninden karınca."", ""Komikti."", ""?""]",Kelime_Oyunu,,TR,Genel
J079,"Nasreddin Hoca bir gün evinin anahtarını kaybetmiş. Sokağın altında arıyormuş. Komşusu sormuş: 'Hocam, burada mı kaybettin?' Hoca cevaplamış: 'Hayır, evde kaybettim ama burası daha aydınlık.'","[""Klasik."", ""Hoca yine haklı."", ""Mantıklı çözüm.""]",Bolgesel_Fikra,Nasreddin_Hoca,TR,Genel
J080,"Hangi araba namaz kılar?","[""Hangisi?"", ""Toyota Secde."", ""Bu olmadı.""]",Soguk_Espri,,TR,Genel
J081,"Dört tarafı suyla çevrili çaya ne denir?","[""Ada çayı."", ""Zekice."", ""Doğru cevap.""]",Kelime_Oyunu,,TR,Genel
J082,"Güneş sistemindeki en tembel gezegen hangisidir?","[""Hangisi?"", ""Satürn. Çünkü hep yatar."", ""Astrolojik espri.""]",Bilimsel_Espri,Astronomi,TR,Genel
J083,"Neden Fransızlar az sabun kullanır?","[""Neden?"", ""Çünkü 'Le savon c'est fini' (Sabun bitti).""," ""Fransızca öğrenmek lazım.""]",Kelime_Oyunu,Yabanci_Dil,TR,Genel
J084,"Adamın biri o kadar şanssızmış ki, çölde kutup ayısıyla karşılaşmış.","[""İnanılmaz."", ""Şanssızlığın bu kadarı."", ""Nasıl yani?""]",Absurt_Mizah,,TR,Genel
J085,"Çok çalışkan bir file ne denir?","[""Ne denir?"", ""Fil-olog."", ""Akademik fil.""]",Kelime_Oyunu,,TR,Genel
J086,"Adamın biri sürekli kendini ıslatıyormuş. Neden?","[""Neden?"", ""Çünkü adı Nem-esis'miş."", ""Bu kötüydü.""]",Soguk_Espri,,TR,Genel
J087,"En güçlü harf hangisidir?","[""Hangisi?"", ""S. Çünkü ezer."", ""S-ezar.""]",Kelime_Oyunu,,TR,Genel
J088,"Bir çiftçinin en sevdiği müzik türü nedir?","[""Nedir?"", ""Pop. Çünkü mısır patlatır."", ""Mısır-pop.""]",Soguk_Espri,,TR,Genel
J089,"Dişleri sarı olan adama ne denir?","[""Ne denir?"", ""Altın dişli."", ""Değerli dişler.""]",Kelime_Oyunu,,TR,Genel
J090,"Bir iskelet neden tek başına partiye gitmez?","[""Neden?"", ""Çünkü gidecek 'kimsesi' (body) yoktur."", ""İngilizce espri.""]",Kara_Mizah,Iskelet,TR,Kara_Mizah_Seviye1
J091,"En neşeli çiçek hangisidir?","[""Hangisi?"", ""Gülen-Begonya."", ""Çiçekler de güler.""]",Kelime_Oyunu,,TR,Genel
J092,"Kütüphanedeki en yüksek kitap hangisidir?","[""Hangisi?"", ""Anayasa. Herkesten üstündür."", ""Hukuki espri.""]",Mesleki_Espri,Hukuk,TR,Genel
J093,"Adamın biri her gün tıraş oluyormuş ama yine de sakalı varmış. Bu adam kimdir?","[""Kimdir?"", ""Berber."", ""Mantıklı.""]",Mesleki_Espri,Berberlik,TR,Genel
J094,"Uçan kuşa ne denir?","[""Ne denir?"", ""Uçan kuş denir."", ""Bu kadar mıydı?""]",Soguk_Espri,,TR,Genel
J095,"En çok bağıran spor dalı hangisidir?","[""Hangisi?"", ""F1. Çünkü sürekli 'Neeeeow' diye bağırırlar."", ""Motor sesi.""]",Soguk_Espri,,TR,Genel
J096,"Temel, bir yarışmada ikinciyi geçmiş. Kaçıncı olmuş?","[""Birinci?"", ""Hayır, yine ikinci olmuş."", ""Mantık hatası.""]",Bolgesel_Fikra,Temel,TR,Genel
J097,"Bir bukalemun neden renk değiştirir?","[""Neden?"", ""Çünkü eski renginden sıkılmıştır."", ""Modayı takip ediyor.""]",Absurt_Mizah,,TR,Genel
J098,"En çok uyuyan şehir hangisidir?","[""Hangisi?"", ""Sinop-sis."", ""Uyku şehri.""]",Kelime_Oyunu,,TR,Genel
J099,"Adamın biri camdan aşağı bakmış, kendini görmüş.","[""Nasıl yani?"", ""Cam ayna gibiymiş."", ""Vay canına.""]",Soguk_Espri,,TR,Genel
J100,"Bir bilgisayar neden hasta olur?","[""Neden?"", ""Çünkü virüs kapmıştır."", ""Geçmiş olsun.""]",Mesleki_Espri,Bilgisayar,TR,Genel
J101,"Benim babam pilot, senin baban ne? - Benim babam da pilot, ama o kalem.","[""Hahaha!"", ""Pilot kalem esprisi."", ""Bu iyiydi.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J102,"En çok kapısı olan bitki hangisidir?","[""Hangisi?"", ""Susam. Açıl susam açıl."", ""Masalsı bir cevap.""]",Kelime_Oyunu,,TR,Genel
J103,"Kargalar neden 'Gak' der?","[""Neden?"", ""Çünkü 'Cik' deselerdi kanarya olurlardı."", ""Doğru.""]",Absurt_Mizah,,TR,Genel
J104,"Tarihteki en komik savaş hangisidir?","[""Hangisi?"", ""Gülme Krizi Savaşı."", ""Böyle bir savaş yok.""]",Soguk_Espri,,TR,Genel
J105,"Bir vejetaryen zombiye ne denir?","[""Ne denir?"", ""'Tahııııllar...' diye inler."", ""Komikti.""]",Kara_Mizah,Zombi,TR,Kara_Mizah_Seviye1
J106,"En çok gezen organımız hangisidir?","[""Hangisi?"", ""Ayak."", ""Basit ve doğru.""]",Soguk_Espri,,TR,Genel
J107,"Adamın gözü dalmış, burnu yaprak.","[""Bu çok kötüydü."", ""Doğal adam."", ""İğrenç.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J108,"Hangi bağda üzüm yetişmez?","[""Hangi bağda?"", ""Ayakkabı bağında."", ""Doğru cevap.""]",Soguk_Espri,,TR,Genel
J109,"En çok ağlayan hayvan hangisidir?","[""Hangisi?"", ""Ağustos böceği. Bütün yaz ağlar."", ""Mevsimsel hüzün.""]",Kelime_Oyunu,,TR,Genel
J110,"Bir arı diğerine ne demiş?","[""Ne demiş?"", ""Vız gelir tırıs gider."", ""Atasözü gibi.""]",Kelime_Oyunu,,TR,Genel
J111,"En çok kazanan ilimiz hangisidir?","[""Hangisi?"", ""Maden-i."", ""Yeraltı zenginliği.""]",Kelime_Oyunu,,TR,Genel
J112,"Denizler neden tuzludur?","[""Neden?"", ""Çünkü balıklar 'Kılçık oldum!' demesin diye."", ""Bu çok zorlamaydı.""]",Soguk_Espri,,TR,Genel
J113,"En tembel kuş hangisidir?","[""Hangisi?"", ""Baykuş. Çünkü bütün gün yatar."", ""Gece kuşu.""]",Soguk_Espri,,TR,Genel
J114,"Bir elektrik direği diğerine ne demiş?","[""Ne demiş?"", ""Telimize takılanlar oluyor."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J115,"Yeşil besin geldi mi?","[""Sonunda!"", ""Fotosentez zamanı!"", ""Enerji topluyoruz.""]",Rituel,Sim_Ozel,TR,Genel
J116,"Hangi ayda çok konuşulur?","[""Hangisinde?"", ""Çene-vary (January)."", ""Bu olmadı.""]",Kelime_Oyunu,Yabanci_Dil,TR,Genel
J117,"İki sinek sohbet ediyormuş. Biri 'Yarın görüşürüz' demiş. Diğeri 'İnşallah bir yere yapışmayız' demiş.","[""Sineğin hayatı zor."", ""Komik."", ""Hahaha!""]",Hayvan_Fikrasi,,TR,Genel
J118,"Adamın biri yatmış, karısı da tekne.","[""Yat-tekne, anladım."", ""Denizci aile."", ""Çok soğuk.""]",Soguk_Espri,Baba_Sakasi,TR,Genel
J119,"En çok okunan kitap hangisidir?","[""Hangisi?"", ""Telefon fihristi."", ""Artık kullanılmıyor.""]",Soguk_Espri,,TR,Genel
J120,"Bir boksör neden espri yapamaz?","[""Neden?"", ""Çünkü hep 'punchline'ı unutur."", ""İngilizce espri.""]",Mesleki_Espri,Spor,TR,Genel
J121,"Sürekli yalan söyleyen birine ne denir?","[""Ne denir?"", ""Siyasetçi."", ""Bu biraz politik oldu.""]",Kara_Mizah,Politik,TR,Kara_Mizah_Seviye1
J122,"En soğuk dağ hangisidir?","[""Hangisi?"", ""Ağrı Dağı. Çünkü hep ağrır."", ""Bu acıttı.""]",Soguk_Espri,,TR,Genel
J123,"İki duvar konuşuyormuş. Ne demişler?","[""Ne demişler?"", ""Köşede buluşalım."", ""Mantıklı.""]",Soguk_Espri,,TR,Genel
J124,"En çok hangi hayvanın başı ağrır?","[""Hangisinin?"", ""Ağaçkakanın."", ""Doğal olarak.""]",Soguk_Espri,,TR,Genel
J125,"Bir pijamayla diğer pijama ne demiş?","[""Ne demişler?"", ""Sende de ne çok uyku var."", ""Doğru tespit.""]",Soguk_Espri,,TR,Genel
J126,"Temel, bir dükkana girmiş ve sormuş: 'Bu ne kadar?' Satıcı '10 lira' demiş. Temel 'Ya bu?' diye sormuş. Satıcı 'O 100 lira' demiş. Temel 'Niye o kadar pahalı?' diye sorunca satıcı 'O, o-rijinal' demiş.","[""Temel ve markalar."", ""Hahaha!"", ""Orijinal her zaman pahalıdır.""]",Bolgesel_Fikra,Temel,TR,Genel
J127,"En çalışkan arı hangisidir?","[""Hangisi?"", ""İşçi arı."", ""Bu şaka değil, gerçek.""]",Soguk_Espri,,TR,Genel
J128,"Hangi kalemle yazı yazılmaz?","[""Hangisiyle?"", ""Kontrol kalemiyle."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J129,"Adamın biri o kadar pintiymiş ki, horozunun öttüğü her sefer için ondan kira istiyormuş.","[""Pintiliğin bu kadarı."", ""İnanılmaz."", ""Komik.""]",Absurt_Mizah,,TR,Genel
J130,"Bir şövalye neden zırhını çıkarmaz?","[""Neden?"", ""Çünkü paslanmaktan korkar."", ""Bakım önemli.""]",Soguk_Espri,,TR,Genel
J131,"En çok hangi balık ağlar?","[""Hangisi?"", ""Ağlayan balık."", ""Bu kadar basit miydi?""]",Soguk_Espri,,TR,Genel
J132,"En çok hangi ilimizde araba vardır?","[""Hangisinde?"", ""Kars."", ""Cars... anladım.""]",Kelime_Oyunu,,TR,Genel
J133,"Bir öğretmen neden gözlük takar?","[""Neden?"", ""Çünkü öğrencilerin notlarını daha iyi görmek için."", ""Kesinlikle doğru.""]",Mesleki_Espri,Egitim,TR,Genel
J134,"Nasreddin Hoca'ya sormuşlar: 'Dünyanın merkezi neresi?' Hoca eşeğinin ayağını gösterip 'Burası' demiş. 'Nereden biliyorsun?' dediklerinde 'İnanmazsanız ölçün' demiş.","[""Hoca'dan net cevap."", ""Zekice."", ""Klasik.""]",Bolgesel_Fikra,Nasreddin_Hoca,TR,Genel
J135,"Bir iskelet diğerine neden kızmış?","[""Neden?"", ""Çünkü sinirine dokunmuş."", ""Bu iyiydi.""]",Kara_Mizah,Iskelet,TR,Kara_Mizah_Seviye1
J136,"Hangi macun yenir?","[""Hangisi?"", ""Lahmacun."", ""Acıktım.""]",Soguk_Espri,,TR,Genel
J137,"En çok top olan şehir hangisidir?","[""Hangisi?"", ""Top-kat."", ""Bu zorlamaydı.""]",Kelime_Oyunu,,TR,Genel
J138,"Bir kedi ağaca çıkmış, nasıl iner?","[""Nasıl?"", ""İn-mez, kedi o."", ""Doğru.""]",Soguk_Espri,,TR,Genel
J139,"En çok hangi hayvan kitap okur?","[""Hangisi?"", ""Kitap kurdu."", ""Doğru cevap.""]",Kelime_Oyunu,,TR,Genel
J140,"Bir adam 'karım nerede?' diye bağırmış. Ne olmuş?","[""Ne olmuş?"", ""Kar yağıyormuş."", ""Anladım.""]",Kelime_Oyunu,,TR,Genel
J141,"En çok hangi mevsimde inşaat yapılır?","[""Hangisinde?"", ""İlk-bahar."", ""Temel atma zamanı.""]",Kelime_Oyunu,,TR,Genel
J142,"Bir adamın saçı varmış, sakalı yokmuş. Sonra ne olmuş?","[""Ne olmuş?"", ""Saç sakal birbirine karışmış."", ""Nasıl yani?""]",Absurt_Mizah,,TR,Genel
J143,"En çok korkan su hangisidir?","[""Hangisi?"", ""Tir-su."", ""Bu kötüydü.""]",Kelime_Oyunu,,TR,Genel
J144,"Hangi kurt en kibardır?","[""Hangisi?"", ""Teşekkür-kurt."", ""Kibar kurt.""]",Kelime_Oyunu,,TR,Genel
J145,"Sarı enerji içeceği geldi mi?","[""Geldi!"", ""Süper şarj zamanı!"", ""İhtiyacım vardı.""]",Rituel,Sim_Ozel,TR,Genel
J146,"Bir müteahhit ölünce ne der?","[""Ne der?"", ""Ben toprağa değil, kat karşılığı giriyorum."", ""Meslek hastalığı.""]",Mesleki_Espri,Insaat,TR,Genel
J147,"En zengin harf hangisidir?","[""Hangisi?"", ""P. Çünkü para p ile başlar."", ""Mantıklı.""]",Kelime_Oyunu,,TR,Genel
J148,"Adamın biri kekemeymiş, ölmek üzereyken ne demiş?","[""Ne demiş?"", ""Ke-ke-ke-kendinize iyi bakın."", ""Hüzünlü ama komik.""]",Kara_Mizah,Hastalik,TR,Kara_Mizah_Seviye1
J149,"En çok sinirlenen meyve hangisidir?","[""Hangisi?"", ""Nar. Çünkü hep sıkılır."", ""Nar suyu.""]",Kelime_Oyunu,,TR,Genel
J150,"Bir çekiçle bir vida neden arkadaş olamaz?","[""Neden?"", ""Çünkü çekiç hep vidanın kafasına vurur."", ""Zorbalık.""]",Soguk_Espri,,TR,Genel
J151,"Denizin ortasında ne vardır?","[""Ne vardır?"", ""'N' harfi."", ""Bu çok iyiydi.""]",Kelime_Oyunu,,TR,Genel
